id,Standard/Label Name,birthYear,deathYear,birthYearIsApprox,geographyISO,firstName,middleName,lastName,B & P Author Abbrev.,Name
66780,Negoro,1910.0,,False,,Ken-Ichiro,,Negoro,Negoro,"Negoro, Ken-Ichiro (Ken-Itiro), Ken-Ichiro (Ken-Itiro) Negoro"
76827,Nackejima,,,,,Cunio,,Nackejima,Nackej.,"Nackejima, Cunio, Cunio Nackejima"
64857,S. U. Devi,,,,,S.,Uma,Devi,S. U. Devi,"Devi, S. Uma, S. Uma Devi"
20326,A. J. Mela,1846.0,1904.0,False,"NO, FI",Aukusta,Juhana,Mela,,"Mela, Aukusta Juhana"
61111,Jane Walker,,,,,Jane,,Walker,Jane Walker,"Walker, Jane, Jane Walker"
73572,S. M. Ray,,,,,S.,M.,Ray,S. M. Ray,"Ray, S. M., S. M. Ray"
48459,Esther Lee,,,,MX,Esther,,Lee,,"Lee, Esther, Lee, E."
8026,G. L. Alcasid,,,,PH,Godefredo,L.,Alcasid,,"Alcasid, Godefredo L."
78447,Bernatowicz,1920.0,,False,,Albert,John,Bernatowicz,Bernat.,"Bernatowicz, Albert John, Albert John Bernatowicz"
79849,M. H. Hommersand,1930.0,2022.0,False,US,Max,Hoyt,Hommersand,Hommers.,"Hommersand, Max Hoyt, Max Hoyt Hommersand"
14249,M. A. Slageren,1955.0,,False,,Michiel,A. van,Slageren,,"Slageren, Michiel A. van"
4962,D. H. Maggs,,,,NG,D.,H.,Maggs,,"Maggs, D. H."
79149,Peju,,,,,G.,,Peju,Peju,"Peju, G., G. Peju"
3719,C. X. Yang,1940.0,,False,CN,C.,X.,Yang,,"Yang, C. X."
32305,A. Prieto-Cruz,1968.0,,False,CO,Adriana,,Prieto-Cruz,Prieto-Cruz,"Prieto-Cruz, Adriana, Adriana Prieto-Cruz"
25967,B. Diwan,1936.0,,False,EG,Badia,,Diwan,,"Diwan, Badia"
45951,I. Söderberg,1889.0,,False,SE,Ivar,,Söderberg,,"Söderberg, Ivar"
3972,W. C. Carpenter,,,,US,William,C.,Carpenter,,"Carpenter, William C."
321,F. S. Collins,1848.0,1920.0,False,"CA, US",Frank,Shipley,Collins,Collins,"Collins, Frank Shipley, Frank Shipley Collins, Frank S. Collins"
79536,V. O. Parkinson,,,,,Verona,O.,Parkinson,V. O. Parkinson,"Parkinson, Verona O., Verona O. Parkinson"
42629,A. Jordan,,,,,A.,,Jordan,,"Jordan, A."
31554,J. Hegetschweiler,1789.0,1839.0,False,CH,Johann,,Hegetschweiler,,"Hegetschweiler, Johann"
76669,Ivaschin,1912.0,,False,,D.,S.,Ivaschin,Ivaschin,"Ivaschin, D. S., D. S. Ivaschin"
47728,A. E. Brueckner,1920.0,,False,ZA,Anna,Elizabeth,Brueckner,,"Brueckner, Anna Elizabeth"
72143,Shastry,,,,,S.,V. S.,Shastry,Shastry,"Shastry, S. V. S., S. V. S. Shastry"
20605,J. Heuffel,1800.0,1857.0,False,HU,Johann,,Heuffel,,"Heuffel, Johann"
66501,Mandenova,1907.0,1995.0,False,,Ida,P.,Mandenova,Manden.,"Mandenova, Ida P., Ida P. Mandenova"
48070,R. Brown (Mrs.),,,,,R.,,Brown,,"Brown, R. (Mrs.), Miss R. Lurie"
15245,Niederhöffer,,,,,Niederhöffer,,,,Niederhöffer
24139,N. Longhitano,1937.0,,False,IT,Nunzio,,Longhitano,,"Longhitano, Nunzio"
50212,C. M. Angel,,,,CO,Carlos,Miquel,Angel,,"Angel, Carlos Miquel"
32611,D. E. Smith,,,,,D.,E. [of Edinburgh],Smith,,"Smith, D. E. of Edinburgh"
61042,Heyder,1808.0,1884.0,False,,Edward,,Heyder,Heyder,"Heyder, Edward, Edward Heyder"
88705,C. D. Liu,,,,CN,Chu,Dian,Liu,C. D. Liu,"Liu, Chu Dian, Chu Dian Liu"
23069,W. Bernouilli,,,,CH,W.,,Bernouilli,,"Bernouilli, W."
73843,Pascual,,,,,L.,,Pascual,Pascual,"Pascual, L., L. Pascual"
74795,O. N. Komirnaya,1907.0,,False,RU,Olga,Nikolaevna,Komirnaya,Komirn.,"Komirnaya, Olga Nikolaevna, Komirnaia, Olga Nikolaevna, Olga Nikolaevna Komirnaya"
23445,Queinzius,,,,ZA,Queinzius,,,,Queinzius
79823,D. F. Chamberlain,1941.0,,False,,David,Franklin,Chamberlain,D. F. Chamb.,"Chamberlain, David Franklin, David Franklin Chamberlain"
21138,E. Soetisnawinata,,,,,E.,,Soetisnawinata,,"Soetisnawinata, E."
22627,Maymard,1950.0,,False,SN,Maymard,,,,Maymard
19966,W. G. Thompson,,,,,W.,G.,Thompson,,"Thompson, W. G."
29749,P. Johnson,,,,US,Philip,,Johnson,,"Johnson, Philip"
81922,A. Bailey,1937.0,,False,,Alan,,Bailey,A. Bailey,"Bailey, Alan, Alan Bailey"
26141,C. L. J. Palmer van den Broek,1862.0,1937.0,False,ID,Charles,Louis Joseph,Palmer van den Broek,,"Palmer van den Broek, Charles Louis Joseph"
43883,J. Chaffanjon,1854.0,1913.0,False,"FR, ID, VE",Jean,,Chaffanjon,,"Chaffanjon, Jean"
81863,E. Senft,1870.0,1922.0,False,"AT, CZ",Emanuel,,Senft,E. Senft,"Senft, Emanuel, Philip Emanuel Senft"
88958,J. H. Rispaud,,,,"CA, US",Joseph,Henri,Rispaud,,"Rispaud, Joseph Henri"
80375,D. S. Kuthatheladze,1937.0,,False,RU,D.,Sh.,Kuthatheladze,D. S. Kuth.,"Kuthatheladze, D. Sh., D. Sh. Kuthatheladze"
37774,E. Weigert,,,,BR,E.,,Weigert,,"Weigert, E."
65145,V. Kostov,,,,,V.,,Kostov,V. Kostov,"Kostov, V., V. Kostov"
73575,C. Tanaka,,,,JP,Chihiro,,Tanaka,C. Tanaka,"Tanaka, Chihiro, Chihiro Tanaka"
82289,Penfold,,,,,Jane,Wallas,Penfold,Penfold,"Penfold, Jane Wallas, Jane Wallas Penfold"
60569,Haluwyn,,,,,C.,van,Haluwyn,Haluwyn,"Haluwyn, C. van, C. van Haluwyn"
33141,G. Ruiz de Bigliardo,1950.0,,False,AR,G.,,Ruiz de Bigliardo,,"Ruiz de Bigliardo, G."
3792,D. K. Smith,1946.0,,False,"MX, US",David,Kent,Smith,,"Smith, David Kent"
43646,W. C. R. Schnepper,1893.0,,False,ID,Willem,Casparus Rudolf,Schnepper,,"Schnepper, Willem Casparus Rudolf"
50517,N. Altmann,,,,SD,N.,,Altmann,,"Altmann, N."
67554,Iizuka,,,,,Hiroshi,,Iizuka,Iizuka,"Iizuka, Hiroshi, Hiroshi Iizuka"
80512,Kinoshita,,,,,K.,,Kinoshita,Kinosh.,"Kinoshita, K., K. Kinoshita"
31943,E. C. Vellinga,1954.0,,False,"BE, NL, DK, US, CH, DE, LU, FR",Else,C.,Vellinga,Vellinga,"Vellinga, Else C., Else C. Vellinga"
80615,Gil-ad,,,,"IL, US",Nir,L.,Gil-ad,Gil-ad,"Gil-ad, Nir L., Nir L. Gil-ad"
43047,Joseph Paul,,,,,Joseph,,Paul,,"Paul, Joseph"
25979,P. Picca,,,,AR,Pablo,,Picca,Picca,"Picca, Pablo, Pablo Picca"
27425,E. H. McEwen,,,,,E.,H.,McEwen,,"McEwen, E. H."
78494,Mitui,1940.0,1988.0,False,,Kunio,,Mitui,Mitui,"Mitui, Kunio, Kunio Mitui"
22032,E. Sandoz,,1869.0,,CH,Emil,,Sandoz,,"Sandoz, Emil"
28133,J. Caujapé,,,,ZA,J.,,Caujape,,"Caujape, J."
42876,T. N. Stoate,1895.0,,False,,Theodore,Norman,Stoate,,"Stoate, Theodore Norman"
69526,J.-M. Gehu,,,,,Jean-Marie,,Gehu,Gehu,"Gehu, Jean-Marie, Jean-Marie Gehu"
42171,J. Stuart,1713.0,1792.0,False,,John,[3rd Earl of Bute],Stuart,,"Stuart, John 3rd Earl of Bute"
18585,G. Baillargeon,1953.0,,False,CA,G.,,Baillargeon,Baillarg.,"Baillargeon, G., G. Baillargeon"
44049,Paulus,,,,CG,Paulus,,,,Paulus
61012,Rein. Hoffmann,1885.0,,False,,Reinhold,,Hoffmann,R. Hoffm.,"Hoffmann, Reinhold, Reinhold Hoffmann"
8220,J. Münderlein,,,,,J.,,Münderlein,,"Münderlein, J."
50046,T. Lyle,,1859.0,,,Thomas,,Lyle,,"Lyle, Thomas"
24655,M. G. Romero,,,,CO,M.,G.,Romero,,"Romero, M. G."
24561,S. (F.) L. Endlicher,1804.0,1849.0,False,,Stephan,Ladislaus,Endlicher,,"Endlicher, Stephan (Frederick) Ladislaus"
82562,D. J. Bhat,1949.0,,False,IN,Darbhe,Jayarama,Bhat,Bhat,"Bhat, Darbhe Jayarama, Darbhe Jayarama Bhat"
17255,A. C. Teilmann-Friis,1842.0,1930.0,False,DK,A.,C.,Teilmann-Friis,,"Teilmann-Friis, A. C."
31194,J. D. Sornborger,,,,CA,Jewell,David,Sornborger,,"Sornborger, Jewell David"
2447,J. H. Kirkbride,1943.0,,False,"PA, CO, BR, US",Joseph,Harold,Kirkbride,J. H. Kirkbr.,"Kirkbride, Joseph Harold, Jr., Joseph Harold Kirkbride, Jr."
45490,J. Poiazkova,,,,,J.,,Poiazkova,,"Poiazkova, J."
75700,Aksel,,,,,M.,J.,Aksel,Aksel,"Aksel, M. J., M. J. Aksel"
12399,M. da Cunha,1964.0,,False,BR,Maura,da,Cunha,,"Cunha, Maura da"
77117,J. L. Wang,,,,,Jen-Li,,Wang,J. L. Wang,"Wang, Jen-Li, Jen-Li Wang"
21719,F. J. Roldan,,,,CO,F.,J.,Roldan,,"Roldan, F. J., Roldan, Roldan, F. J. et alia"
79449,Procupiu,,,,,Procupiu,,,Procupiu,"Procupiu, Procupiu"
80136,T. C. Scheffer,1904.0,2003.0,False,US,Theodore,Comstock,Scheffer,T.C.Scheff.,"Scheffer, Theodore Comstock, Theodore Comstock Scheffer, Scheffer, Ted"
64909,Beddows,1896.0,,False,,Arthur,Rhys,Beddows,Beddows,"Beddows, Arthur Rhys, Arthur Rhys Beddows"
73677,Takada,,,,JP,Masaki,,Takada,Takada,"Takada, Masaki, Masaki Takada"
33461,Tihal,,,,ID,Tihal,,,,Tihal
10883,J. I. Wood,,,,,John,Ironside,Wood,,"Wood, John Ironside"
35966,J. Weatherhill,,,,US,J.,,Weatherhill,,"Weatherhill, J."
32832,V. Prakash,1957.0,,False,IN,Ved,,Prakash,V. Prakash,"Prakash, Ved, Ved Prakash"
75895,E. B. Robertson,,,,US,Eddie,B.,Robertson,E. B. Robertson,"Robertson, Eddie B., Eddie B Robertson"
15984,G. H. Bartlett,,,,US,George,H.,Bartlett,,"Bartlett, George H., Geo. H. Bartlett"
35408,Fräulein T. von Fragstein,,,,,Fräulein,Th. von,Fragstein,,"Fragstein, Fräulein Th. von"
20417,I. A. Rolando Braun,,,,PE,Ing.,Agr.,Rolando Braun,,"Rolando Braun, Ing. Agr."
11891,R. A. Schlising,1937.0,,False,US,Robert,A.,Schlising,,"Schlising, Robert A."
3149,Lesson,,,,,Lesson,,,,Lesson
76502,P. K. K. Nair,,,,IN,P.,K. K.,Nair,P. K. K. Nair,"Nair, P. K. K., P. K. K. Nair"
33651,E. A. Flint,1909.0,,False,NZ,E.,A.,Flint,,"Flint, E. A."
29396,J. Woynar,1829.0,1900.0,False,AT,Johann,,Woynar,,"Woynar, Johann"
19450,J. Keil,1673.0,1719.0,False,,James,,Keil,,"Keil, James"
33841,C. A. L. Bercht,1945.0,,False,"AR, PY, BO, ZA, US",C.,A. Ludwig,Bercht,C. A. L. Bercht,"Bercht, C. A. Ludwig, C. A. Ludwig Bercht"
22207,E. Braig,1803.0,,False,,Elise,,Braig,,"Braig, Elise"
68960,Sotao,,,,BR,Helen,M. P.,Sotao,Sotao,"Sotao, Helen M. P., Helen M. P. Sotao"
91024,F. Buysson,1825.0,1906.0,False,FR,François,du,Buysson,F. Buyss.,"Buysson, François du, Buysson, François Charles du, François du Buysson, du Buysson, François"
4849,S. Asakawa,1927.0,,False,JP,Sumihiko,,Asakawa,,"Asakawa, Sumihiko"
70305,Feuer,,,,,S.,,Feuer,Feuer,"Feuer, S., S. Feuer"
48209,L. G. Seurat,1872.0,,False,"FR, TN, DZ",Léon,Gaston,Seurat,Seurat,"Seurat, Léon Gaston, Léon Gaston Seurat"
75525,J. J. Yang,,,,,Jing-Jing,,Yang,J. J. Yang,"Yang, Jing-Jing, Jing-Jing Yang"
26442,A. L. Calder,,,,US,A.,L.,Calder,,"Calder, A. L."
11067,F. Reinecke,1866.0,,False,DE,Franz,,Reinecke,Reinecke,"Reinecke, Franz, Franz Reinecke"
39481,A. Callay,1865.0,,False,CH,A.,,Callay,,"Callay, A."
35095,M. H. Hommersand,1930.0,,False,US,Max,H.,Hommersand,,"Hommersand, Max H."
33183,P. J. F. Schur,1799.0,1878.0,False,CZ,Philipp,Johann Ferdinand [= ],Schur,,"Schur, Philipp Johann Ferdinand = Ferdinand"
45041,G. H. French,1841.0,1935.0,False,US,George,Hazen,French,,"French, George Hazen, French, G. H."
64492,Alessio,,,,,Carlo,Luciano,Alessio,Alessio,"Alessio, Carlo Luciano, Carlo Luciano Alessio"
15536,Clay,1931.0,,False,US,Clay,,,,Clay
64991,Sarma,1922.0,,False,,Yeleswarapu,Siva Rama Krishna,Sarma,Sarma,"Sarma, Yeleswarapu Siva Rama Krishna, Yeleswarapu Siva Rama Krishna"
20649,Y. T. Xie,1929.0,,False,CN,Yintang,,Xie,,"Xie, Yintang"
17162,E. Stizenberger [Stitzenberger],1827.0,1895.0,False,"CH, DE",Ernst,,Stizenberger [Stitzenberger],,"Stizenberger Stitzenberger, Ernst"
73744,Lonsing,,,,,A.,,Lonsing,Lonsing,"Lonsing, A., A. Lonsing"
16675,R. Jepson,,,,US,R.,,Jepson,,"Jepson, R."
9414,G. Kückenthal,,,,,Georg,,Kückenthal,,"Kückenthal, Georg"
4392,E. Pignatti Wikus,1929.0,,False,IT,E.,,Pignatti Wikus,,"Pignatti Wikus, E."
46239,J. H. Pagan,,,,CV,J.,H.,Pagan,,"Pagan, J. H."
10912,M. Streuver-Toll,,,,US,Mollie,,Streuver-Toll,,"Streuver-Toll, Mollie"
46361,J. A. Barbier,1767.0,1846.0,False,,Joseph,Athanase,Barbier,,"Barbier, Baron Joseph Athanase"
24704,A. N. Krystofovic,,,,,A.,N.,Krystofovic,,"Krystofovic, A. N."
75442,B. Moller,1857.0,1934.0,False,DK,Birgitte,Christina,Moller,B. Moller,"Moller, Birgitte Christina, Birgitte Christina Moller"
89875,H. S. Won,,,,KR,Hyo,Sig,Won,H. S. Won,"Won, Hyo Sig, Hyo Sig Won, Hyosig Won"
78961,Molnar,,,,,A.,C.,Molnar,Molnar,"Molnar, A. C., A. C. Molnar"
61889,H. X. Xiao,,,,CN,Hong-Xing,,Xiao,H. X. Xiao,"Xiao, Hong-Xing, Hong-Xing Xiao"
41665,R. Nannt,,,,US,Ruth,,Nannt,,"Nannt, Ruth"
4820,A. Hughan,,,,,A.,,Hughan,,"Hughan, A."
78071,Hiroy. Yamamoto,,,,,Hiroyuki,,Yamamoto,Hiroy. Yamam.,"Yamamoto, Hiroyuki, Hiroyuki Yamamoto"
11428,G. Mathiassen,1954.0,,False,NO,Geir,,Mathiassen,Math.,"Mathiassen, Geir, Geir Mathiassen"
62102,Schipczinski,1886.0,1955.0,False,,Nikolaj,Valerianovich,Schipczinski,Schipcz.,"Schipczinski, Nikolaj Valerianovich, Nikolaj Valerianovic Schipczinsky"
74889,E. Walsemann,,,,DE,Eckhart,,Walsemann,Walsemann,"Walsemann, Eckhart, Walsemann"
82813,X. Chen,,,,CN,Xun,,Chen,X. Chen,"Chen, Xun, Xun Chen"
49342,T. Schumacher,1949.0,,False,NO,Trond,,Schumacher,T. Schumach.,"Schumacher, Trond, Trond Schumacher"
62778,Simon-Louis,1834.0,1913.0,False,,Leon,L.,Simon-Louis,Simon-Louis,"Simon-Louis, Leon L., Leon L. Simon-Louis"
62393,C. W. J. Ritter,1765.0,1821.0,False,DE,Christian,Wilhelm Jonathan,Ritter,C. W. J. Ritter,"Ritter, Christian Wilhelm Jonathan, Christian Wilhelm Jonathan Ritter"
3811,C. A. Brown,1903.0,,False,US,Clair,Alan,Brown,C. A. Br.,"Brown, Clair Alan, Brown, C. A., Clair Alan Brown"
10948,W. M. Baker,,,,US,W.,M.,Baker,,"Baker, W. M."
1020,H. J. B. Ardoino,1819.0,1874.0,False,"FR, IT",Honore,Jean Baptiste,Ardoino,Ardoino,"Ardoino, Honore Jean Baptiste, Honore Jean Baptiste Ardoino"
81496,S. J. Siedo,,,,US,Stephen,Joseph,Siedo,Siedo,"Siedo, Stephen Joseph, Stephen J. Siedo"
7533,A. Wigand,1821.0,1886.0,False,DE,Albert,,Wigand,Wigand,"Wigand, (Julius Wilhelm) Albert, Julius Wilhelm Albert Wigand"
48863,H. Fernando,,,,CU,Hermano,,Fernando,,"Fernando, Hermano"
66157,S. P. Gancev,1920.0,,False,,Slavco,Petrov,Gancev,S. P. Gancev,"Gancev, Slavco Petrov, Slavco Petrov Gancev"
68515,Pennier,,,,FR,Pierre,Barthelemy,Pennier de Longchamp,Pennier,"Pennier de Longchamp, Pierre Barthelemy, Pierre Barthelemy Pennier de Longchamp"
79427,H. Weiss,,1912.0,,,Heinrich,,Weiss,H. Weiss,"Weiss, Heinrich, Heinrich Weiss"
81287,S. K. Basak,1967.0,,False,IN,Sandip,Kumar,Basak,S.K.Basak,"Basak, Sandip Kumar, Sandip Kumar Basak"
67942,N. Bernard,1874.0,1911.0,False,FR,Noël,,Bernard,N. Bernard,"Bernard, Noël, Noël Bernard"
14148,Capt. R. H. Jennings,1886.0,,False,IR,Robert,Henry,Jennings,,"Jennings, Capt. Robert Henry"
29124,de Cessac,,,,US,de,,Cessac,,"Cessac, de"
3509,L. A. Gustavsson,1946.0,,False,SE,Lars,Ake,Gustavsson,Gustavsson,"Gustavsson, Lars Ake, Lars-Ake Gustavsson"
73645,Clum,,,,,Floyd,M.,Clum,Clum,"Clum, Floyd M., Floyd Clum"
6863,Stephen Sequiera,,,,"IN, US",Stephen,,Sequiera,S. Stephen,Stephen Sequiera
77853,L. Moewus,,,,,Liselotte,,Moewus,L. Moewus,"Moewus, Liselotte, Liselotte Moewus"
63411,Pozner,,,,AR,Raul,,Pozner,Pozner,"Pozner, Raul, Raul Pozner"
15370,Lahore,1967.0,,False,,Lahore,,,,Lahore
5068,S. K. Samai,1943.0,,False,SL,Soso,Komboh,Samai,,"Samai, Soso Komboh"
50340,E. W. Hervey,1834.0,1925.0,False,US,Eliphalet,Williams,Hervey,E. W. Herv.,"Hervey, Eliphalet Williams, Eliphalet Williams Hervey, E. William Hervey, Hervey, E. W., E. Williams Hervey"
45010,C. A. G. Bridge,,,,,Cyprian,A. G.,Bridge,,"Bridge, Cyprian A. G."
71676,Busen,,,,,K.,E.,Busen,Busen,"Busen, K. E., K. E. Busen"
9884,Peca,,,,BO,Peca,,,,Peca
487,R. Fortune,1812.0,1880.0,False,"CN, JP",Robert,,Fortune,Fortune,"Fortune, Robert, Robert Fortune"
3293,F. A. Cook,,,,US,Fannye,A.,Cook,,"Cook, Fannye A."
12212,H. W. Kung,1897.0,1984.0,False,CN,Hsien-wu,,Kung,H. W. Kung,"Kung, Hsien-wu, Hsien-Wu Kung, Kung, Hsien-wu W."
34329,A. Mantese,1954.0,,False,AR,Anita,,Mantese,,"Mantese, Anita"
68767,C. F. Carlson,,,,SE,C.,F.,Carlson,C. F. Carlson,"Carlson, C. F., C. F. Carlson"
1607,V. A. von Haller,1708.0,1777.0,False,CH,Victor,Albrecht von,Haller,Haller,"Haller, Victor Albrecht von, Victor Albrecht von Haller"
13817,Rev. Père Guérin,,,,,Père,,Guérin,,"Guérin, Rev. Père"
65154,W. G. Cibula,,,,US,William,G.,Cibula,Cibula,"Cibula, William G., William G. Cibula"
3803,F. W. Klingstedt,1881.0,1964.0,False,"SE, FI",Fredrik,Waldemar,Klingstedt,,"Klingstedt, Fredrik Waldemar, Woldemar"
81651,Czempyrek,,,,,Hanna,,Czempyrek,Czemp.,"Czempyrek, Hanna, Hanna Czempyrek"
1091,H. G. Jesup,1826.0,1903.0,False,US,Henry,Griswold,Jesup,,"Jesup, Henry Griswold, Jesup, H. G., H. G. Jessup"
63019,Argimón,,,,,Argimón,,,Argimón,"Argimón, Argimón"
78916,F. Diniz,,,,,F.,,Diniz,F. Diniz,"Diniz, F., F. Diniz"
18247,Crétolle,,,,FR,Crétolle,,,,Crétolle
62156,Salimbeni,,,,,A.,,Salimbeni,Salimbeni,"Salimbeni, A., A. Salimbeni"
79526,A. L. Rogers,,,,,A.,L.,Rogers,A. L. Rogers,"Rogers, A. L., A. L. Rogers"
4384,Monnier,,,,FR,Monnier,,,,Monnier
32183,J. Rosado Nunes,,,,PT,Joao,,Rosado Nunes,,"Rosado Nunes, Joao"
44430,Joseph Gautier,,,,"BE, FR",Joseph,,Gautier,,"Gautier, Joseph"
24435,J. R. Reid,,,,IN,J.,R.,Reid,,"Reid, J. R."
1041,G. W. F. Panzer,1755.0,1829.0,False,"IT, AT, DE, HU",Georg,Wolfgang Franz,Panzer,Panz.,"Panzer, Georg Wolfgang Franz, Georg Wolfgang Franz Panzer"
33041,C. A. Virasoro,1948.0,,False,AR,Carlos,A.,Virasoro,,"Virasoro, Carlos A."
8489,F. H. Utech,1943.0,2021.0,False,"JP, US",Frederick,Herbert,Utech,Utech,"Utech, Frederick Herbert, Frederick Herbert Utech"
88332,M. S. Richards,,,,US,Miles,S.,Richards,,"Richards, Miles S."
31484,E. S. Jones,,,,US,E.,S.,Jones,,"Jones, E. S."
72681,Yunitskaya,,,,,F.,A.,Yunitskaya,Yunitsk.,"Yunitskaya, F. A., F. A. Yunitskaya"
82166,A. Giordano,,,,,Antonio,,Giordano,A. Giord.,"Giordano, Antonio, Antonio Giordano"
71177,Rondelet,1507.0,1566.0,False,FR,Guillaume,,Rondelet,Rondelet,"Rondelet, Guillaume, Guillaume Rondelet"
34156,E. N. Nelson,1927.0,,False,US,Edward,N.,Nelson,,"Nelson, Edward N."
67849,L. A. Espinar,,,,,Luis,Ariza,Espinar,L. A. Espinar,"Espinar, Luis Ariza, Luis Ariza Espinar"
86687,M. A. M. Renner,1978.0,,False,AU,M.,A. M.,Renner,M. A. M. Renner,"Renner, M. A. M., Matt Renner"
77227,V. Agnihothrudu,1930.0,1999.0,False,IN,V.,,Agnihothrudu,Agnihothr.,"Agnihothrudu, V."
35912,H. Waller,1833.0,1896.0,False,MZ,Horace,,Waller,,"Waller, Rev. Horace"
45325,A. C. Dala,1946.0,,False,AO,António,Cumbissa,Dala,,"Dala, António Cumbissa"
74710,Mankin,,,,,C.,J.,Mankin,Mankin,"Mankin, C. J., C. J. Mankin"
67128,J. A. Townrow,1927.0,2018.0,False,"ZA, NG, GB, US",John,Adlington,Townrow,Townrow,"Townrow, John Adlington, John Adlington Townrow"
70649,Uemura,,,,,Y.,,Uemura,Uemura,"Uemura, Y., Y. Uemura"
21487,E. T. Bachmann,,,,,E.,Th.,Bachmann,,"Bachmann, E. Th."
32070,W. S. S. van Feen-Benthem-Jutting,1899.0,,False,NL,Woutera,Sophie Suzanna van,Feen-Benthem-Jutting,,"Feen-Benthem-Jutting, Woutera Sophie Suzanna van"
34868,J. S. Pringle,1937.0,,False,"CA, MX, US",James,Scott,Pringle,J. S. Pringle,"Pringle, James Scott, James S. Pringle, Pringle, J. S."
7596,T. E. Mallison,,,,,T.,E.,Mallison,,"Mallison, T. E."
76234,Cuomo,,,,,V.,,Cuomo,Cuomo,"Cuomo, V., V. Cuomo"
46620,N. Piven,,,,VE,N.,,Piven,,"Piven, N."
11127,T. J. Killeen,1952.0,,False,"BO, US",Timothy,John,Killeen,Killeen,"Killeen, Timothy John, Killeen, T. J., Timothy J. Killeen"
15021,M. Drar,1894.0,1964.0,False,"EG, SD",Mohammed,,Drar,Drar,"Drar, Mohammed, Mohammed Drar"
67790,C. L. Bruch,,,,DE,Carl,Ludwig,Bruch,C. L. Bruch,"Bruch, Carl Ludwig, Carl Karl Ludwig Bruch"
64647,W. Schaffner,1830.0,1882.0,False,"DE, MX",Johann,Wilhelm,Schaffner,W. Schaffn.,"Schaffner, Johann Wilhelm (Guillermo), Johann Wilhelm Schaffner; later J. Guillermo Schaffner"
25270,E. L. Fullmer,1870.0,,False,US,Edward,Lawrence,Fullmer,,"Fullmer, Edward Lawrence"
44361,M. Chatterley,,,,US,Matthew,,Chatterley,,"Chatterley, Matthew, Chatterley, M., Matthew Chatterley"
37385,I. Karakish,1950.0,,False,EG,Iman,,Karakish,,"Karakish, Iman"
72875,Lotus,,,,,S.,S.,Lotus,Lotus,"Lotus, S. S., S. S. Lotus"
12892,K. Sato,,,,JP,Kunio,,Sato,,"Sato, Kunio"
40888,M. Korhonen,1927.0,,False,FI,Mauri,,Korhonen,,"Korhonen, Mauri"
8786,A. I. Ramis,1875.0,1928.0,False,EG,Aly,Ibrahim,Ramis,,"Ramis, Aly Ibrahim"
35816,W. R. Griffing,,,,US,W.,R.,Griffing,,"Griffing, W. R."
3941,R. L. McGregor,1919.0,2012.0,False,"MX, US",Ronald,Leighton,McGregor,McGregor,"McGregor, Ronald Leighton, Ronald Leighton McGregor"
36050,A. M. Sarmento,,,,"ZM, MZ",A.,Moraes,Sarmento,,"Sarmento, A. Moraes"
11027,W. Colotti,1947.0,,False,"IT, MG, YE, MA, CH, MX, BR, OM, CL, SO, VE, IN, ES, SA, PE, NP, ET, ZA, FR",Wolfgang,,Colotti,,"Colotti, Wolfgang"
62716,De Fries,1852.0,1928.0,False,US,Lafayette,Hoyt,De Friese,De Fries,"De Friese, Lafayette Hoyt, Lafayette Hoyt De Friese"
20941,G. van Vloten,,,,,G.,van,Vloten,,"Vloten, G. van"
64345,Puihn,,1793.0,,DE,Johann,Georg,Puihn,Puihn,"Puihn, Johann Georg, Johann Georg Puihn"
78452,C. Panter,,,,,C.,,Panter,C. Panter,"Panter, C., C. Panter"
64602,Fiard,,,,,Jean-Pierre,,Fiard,Fiard,"Fiard, Jean-Pierre, Jean-Pierre Fiard"
34461,J. von Dorner,1808.0,1873.0,False,HU,Joseph,von,Dorner,,"Dorner, Joseph von"
72025,Taasen,,,,,Jens,Peter,Taasen,Taasen,"Taasen, Jens Peter, Jens Peter Taasen"
45988,A. Linnasalmi,1911.0,,False,FI,Annikki,,Linnasalmi,,"Linnasalmi, Annikki"
86568,J. Aramwith,,,,TH,J.,,Aramwith,,"Aramwith, J."
25350,V. H. Veley,,,,,V.,H.,Veley,,"Veley, V. H."
60949,Delitsch,1899.0,,False,DE,Heinrich,,Delitsch,Delitsch,"Delitsch, Heinrich, Heinrich Delitsch"
70721,Seoane-Camba,1933.0,,False,ES,Juan,A.,Seoane-Camba,Seoane-Camba,"Seoane-Camba, Juan A., Juan A. Seoane-Camba"
40207,F. Hom,,,,CN,Fung,,Hom,,"Hom, Fung"
78796,C. S. F. L. Haynald,1816.0,1891.0,False,"IT, HU",Stephan,Franz Ludwig,Haynald,Haynald,"Haynald, Cardinal Stephan Franz Ludwig(Lajos), Cardinal Haynald, Cardinal Stephan Franz Ludwig(Lajos) Haynald"
81750,Maquet,,,,,Philippe,,Maquet,Maquet,"Maquet, Philippe, Philippe Maquet"
60916,Hildmann,,1895.0,,,H.,,Hildmann,Hildm.,"Hildmann, H., H. Hildmann"
65687,R. A. Young,1876.0,1963.0,False,,Robert,Armstrong,Young,R. A. Young,"Young, Robert Armstrong, Robert Armstrong Young"
9166,A. J. Teague,1885.0,,False,ZW,A.,J.,Teague,,"Teague, A. J."
16511,A. E. Kovalenko,,,,RU,A.,E.,Kovalenko,Kovalenko,"Kovalenko, A. E., A. E. Kovalenko"
