id,Standard/Label Name,birthYear,deathYear,birthYearIsApprox,geographyISO,firstName,middleName,lastName,B & P Author Abbrev.,Name
80178,E. Rigg,,,,,E.,,Rigg,E. Rigg,"Rigg, E., E. Rigg"
28795,T. R. Cao,1940.0,,False,CN,Te-ru,,Cao,,"Cao, Te-ru"
31898,P. Selesan,,,,,P.,,Selesan,,"Selesan, P."
11401,T. L. Esslinger,1944.0,,False,US,Theodore,Lee,Esslinger,Essl.,"Esslinger, Theodore Lee, Ted Esslinger, Theodore Lee Esslinger"
62182,Zikes,,,,,H.,,Zikes,Zikes,"Zikes, H., H. Zikes"
47106,Hommaire de Hell,,,,,Hommaire,,de Hell,,Hommaire de Hell
27562,B. M. Everhart,1818.0,1904.0,False,US,Benjamin,Matlock,Everhart,,"Everhart, Benjamin Matlock"
3290,M. Louvel,,,,,M.,,Louvel,,"Louvel, M."
77650,Russo,,,,,A.,,Russo,Russo,"Russo, A., A. Russo"
65809,Sterzing,,,,DE,J.,,Sterzing,Sterzing,"Sterzing, J., J. Sterzing"
67245,Letcher,,,,US,Peter,M.,Letcher,Letcher,"Letcher, Peter M., Peter M. Letcher"
7922,D. A. Madulid,1946.0,,False,PH,Domingo,Allado,Madulid,Madulid,"Madulid, Domingo Allado, Domingo Allado Madulid, Madulid, Domingo A., et alia"
80085,H. Engel,,,,,Heinz,,Engel,H. Engel,"Engel, Heinz, Heinz Engel"
16551,F. Sparano,1880.0,,False,CG,Ferdinando,,Sparano,,"Sparano, Ferdinando"
30241,M. A. Pocock,1886.0,1977.0,False,ZA,Mary,Agard,Pocock,Pocock,"Pocock, Mary Agard, Mary Agard Pocock"
463,P. Browne,1720.0,1790.0,False,"JM, IE",Patrick,,Browne,P. Browne,"Browne, Patrick, Patrick Browne"
46795,J. Whebe,,,,MX,J.,,Whebe,,"Whebe, J."
3450,L. A. Mentz,,,,BR,L.,A.,Mentz,,"Mentz, L. A."
2488,G. E. Bernard,,,,FR,Georges,Eugene,Bernard,G. E. Bernard,"Bernard, Georges Eugene, Georges Eugene Bernard"
11243,H. Kubota,,,,JP,Hideo,,Kubota,H. Kubota,"Kubota, Hideo, Hideo Kubota"
4679,S. M. R. Leopold,1901.0,,False,"BE, VE",S.,M. Roi,Leopold,,"Leopold III, S. M. Roi, Leopold III, King of Belgium"
324,H. L. Jones,1866.0,1898.0,False,"JP, US",Herbert,Lyon,Jones,H. L. Jones,"Jones, Herbert Lyon, Herbert Lyon Jones"
90857,Edward Flint,1789.0,1880.0,False,US,Edward,,Flint,,"Flint, Dr. Edward"
72223,Weidemann,,,,,G.,J.,Weidemann,Weid.,"Weidemann, G. J., G. J. Weidemann"
23079,A. W. Rancken,,,,,A.,W.,Rancken,,"Rancken, A. W."
7049,Watson,,,,NZ,Watson,,,,Watson
42550,D. Bolinger,,,,US,Duis,,Bolinger,,"Bolinger, Duis"
5452,C. L. Carrier,1930.0,,False,MY,C.,L.,Carrier,,"Carrier, C. L., C. F."
74869,Tims,1894.0,,False,,Eugene,Chapel,Tims,Tims,"Tims, Eugene Chapel, Eugene Chapel Tims"
82177,A. Geiger,,,,,Arthur,,Geiger,A. Geiger,"Geiger, Arthur, Arthur Geiger"
74755,Goidanich,1912.0,,False,,Gabriel,,Goidanich,Goid.,"Goidanich, Gabriel, Gabriel Goidanich"
88367,A. M. Smith bis,,,,,A.M.,,Smith,A. M. Sm. bis,"Smith, A.M."
74395,M. D. Pierrat,,,,,M.,D.,Pierrat,M. D. Pierrat,"Pierrat, M. D., M. D. Pierrat"
37746,J. B. P. Letendre,1828.0,,False,FR,Jean,Baptiste Pierre,Letendre,,"Letendre, (Abbé) Jean Baptiste Pierre, Abbé"
34643,S. J. Taylor,,,,US,Sabra,J.,Taylor,,"Taylor, Sabra J."
29551,A. M. Lino,,,,BR,A.,M.,Lino,,"Lino, A. M."
89256,Amb. Chandra,,,,US,Ambika,,Chandra,Amb. Chandra,"Chandra, Ambika, Ambika Chandra"
75630,D. N. Shukla,,,,,D.,N.,Shukla,D. N. Shukla,"Shukla, D. N., D. N. Shukla"
50256,W. A. Fitz Maurice,1924.0,,False,MX,Walter,Alfred,Fitz Maurice,W. A. Fitz Maur.,"Fitz Maurice, Walter Alfred, Walter Alfred Fitz Maurice"
75708,McDearman,,,,,W.,,McDearman,McDearman,"McDearman, W., W. McDearman"
50507,I. Dunger,1932.0,1997.0,False,DE,Ingrid,,Dunger,Dunger,"Dunger, Ingrid, Ingrid Dunger"
60934,Lausi,1923.0,,False,IT,Diulio,,Lausi,Lausi,"Lausi, Diulio, Diulio Lausi"
21238,P. Krug,,,,,Pe.,,Krug,,"Krug, Pe."
11522,J. C. McDonnell,1871.0,,False,"IN, PK",J.,C.,McDonnell,,"McDonnell, J. C."
9844,J. Guggolz,,,,US,Jack,,Guggolz,,"Guggolz, Jack"
64264,Kufferath,1882.0,1957.0,False,BE,Hubert,,Kufferath,Kuff.,"Kufferath, Hubert, Hubert Kufferath"
48154,F. W. Simpson,,,,,Francis,William,Simpson,,"Simpson, Francis William"
31946,B. H. Tothill,,,,"FJ, UG",B.,H.,Tothill,,"Tothill, B. H., Mrs. J. D. Tothill"
13012,H. S. Bostock,,,,CA,Hugo,S.,Bostock,,"Bostock, Hugo S."
65573,Froidevaux,,,,,L.,,Froidevaux,Froid.,"Froidevaux, L., L. Froidevaux"
20942,A. V. Kaulbars,1844.0,,False,,Alexander,Vasilievic,Kaulbars,,"Kaulbars, Alexander Vasilievic"
88858,A. E. Morgan,,,,,Arthur,E.,Morgan,,"Morgan, Arthur E."
42583,Naciel,,,,BR,Naciel,,,,Naciel
2045,F. C. Hoehne,1882.0,1959.0,False,BR,Frederico,Carlos,Hoehne,Hoehne,"Hoehne, Frederico Carlos, Frederico Carlos Hoehne"
1401,F. J. Cohn,1828.0,1898.0,False,DE,Ferdinand,Julius,Cohn,Cohn,"Cohn, Ferdinand Julius, Ferdinand Julius Cohn"
19248,P. Cousturier,,,,"TR, GR",P.,,Cousturier,,"Cousturier, P."
46370,R. A. Denham,,,,US,R.,A.,Denham,R. A. Denham,"Denham, R. A., R. A. Denham"
41879,K. Starmach,1900.0,1988.0,False,PL,Karol,,Starmach,Starmach,"Starmach, Karol, Karol Starmach"
82131,Oefelein,1905.0,1970.0,False,,Hans,,Oefelein,Oefelein,"Oefelein, Hans, Hans Oefelein"
12614,J. R. Reeves,1804.0,1877.0,False,,John,Russell,Reeves,,"Reeves, John Russell"
36979,P. W. Fritsch,1961.0,,False,US,Peter,Warren,Fritsch,P.W.Fritsch,"Fritsch, Peter Warren, Peter Warren Fritsch"
12712,V. Denton,,,,"CH, US",V.,,Denton,,"Denton, V."
81996,Hoe,1941.0,,False,US,William,Joseph,Hoe,Hoe,"Hoe, William Joseph, William Joseph Hoe"
27303,E. Vohsen,,,,SL,Ernest,,Vohsen,,"Vohsen, Ernest"
78490,Noltie,1957.0,,False,,Henry,John,Noltie,Noltie,"Noltie, Henry John, Henry John Noltie"
50405,A. Beltrán,,,,PE,A.,,Beltran,,"Beltran, A."
6282,L. M. Ferrero,,,,ES,Luis,María,Ferrero,L. M. Ferrero,"Ferrero, Luis María, Luis María Ferrero"
4720,N. J. Khlyzova,1959.0,,False,RU,N.,J.,Khlyzova,,"Khlyzova, N. J."
19298,J. Boyan,,,,VE,Jonah,,Boyan,,"Boyan, Jonah, Boyan, J., Jonah Boyan"
47442,Deloche,,,,UY,Deloche,,,,Deloche
25838,C. Sara,,,,,Clive,,Sara,,"Sara, Clive"
4404,F. Tisi,1961.0,,False,IT,Fiorenza,,Tisi,,"Tisi, Fiorenza"
36628,G. Van Niekerk,,1983.0,,ZA,Grace,,Van Niekerk,,"Van Niekerk, Grace"
14355,W. de W. Miller,1879.0,1929.0,False,US,Waldron,de Witt,Miller,,"Miller, Waldron de Witt"
72256,Lopez Guillen,1914.0,,False,PE,Julio,E.,Lopez Guillen,Lopez Guillen,"Lopez Guillen, Julio E., Julio E. Lopez Guillen"
44668,A. K. Mitra,1908.0,,False,IN,Anil,Kumar,Mitra,,"Mitra, Anil Kumar"
4544,A. Huk,,,,MM,Abdul,,Huk,,"Huk, Abdul"
9407,L. S. A. M. v. Römer,1873.0,,False,"ID, PG",Lucien,Sophie Albert Marie von,Roemer,,"Roemer, Lucien Sophie Albert Marie von"
26487,R. Cruz A.,,,,PE,R.,,Cruz A.,,"Cruz A., R."
14139,J. Harlow,,,,"JM, US",James,,Harlow,,"Harlow, James"
30605,F. W. Ewers,1953.0,,False,US,Frank,W.,Ewers,,"Ewers, Frank W."
7896,F. Sutherland,,,,,F.,,Sutherland,,"Sutherland, F."
1764,A. Szulezewski,,,,,A.,,Szulezewski,Szulezewski,"Szulezewski, A., A. Szulezewski"
72187,D. K. Asthana,,,,,Deep,Kumar,Asthana,D. K. Asthana,"Asthana, Deep Kumar, Deep Kumar Asthana"
12933,Miss Anderson,,,,US,Anderson,,,,"Anderson, Miss"
70857,Molliard,1866.0,1944.0,False,,Marin,,Molliard,Molliard,"Molliard, Marin, Marin Molliard"
27309,T. Mowbray,,,,US,Thomas,,Mowbray,,"Mowbray, Thomas"
80380,Babushkina,,,,,I.,N.,Babushkina,Babushk.,"Babushkina, I. N., I. N. Babushikina"
4282,M. N. Clayton,1943.0,,False,AU,M.,N.,Clayton,,"Clayton, M. N."
15335,J. Ruess,1869.0,1943.0,False,DE,Johann,,Ruess,,"Ruess, Johann"
71809,Powers,1866.0,,False,,Joseph,Horace,Powers,Powers,"Powers, Joseph Horace, Joseph Horace Powers"
90686,L. Lewis,,,,US,Larry,,Lewis,,"Lewis, Larry"
72330,Manning,1826.0,1904.0,False,,Jacob,Warren,Manning,Manning,"Manning, Jacob Warren, Jacob Warren Manning"
78037,Lopriore,1865.0,1928.0,False,IT,Giuseppe,,Lopriore,Lopr.,"Lopriore, Giuseppe, Giuseppe Lopriore"
42605,Z. D. E. Brown,,,,US,Z.,D. E.,Brown,,"Brown, Z. D. E."
65580,R. W. Wallace,1867.0,1955.0,False,,Robert,Whistler,Wallace,R. W. Wallace,"Wallace, Robert Whistler, Robert Whistler Wallace"
32941,B. Dorantes,,,,MX,Brigada,,Dorantes,,"Dorantes, Brigada"
44500,T. Setälä,,,,FI,T.,,Setälä,,"Setälä, T."
23075,I. B. Balfour,1853.0,1922.0,False,"CN, CH, YE, MU",Isaac,Bayley,Balfour,,"Balfour, Isaac Bayley (Sir), Bailey Balfour"
8187,A.-E. Torkelsen,1938.0,,False,NO,Anna-Elise,,Torkelsen,,"Torkelsen, Anna-Elise"
47936,D. Manzur Macías,1949.0,,False,CO,David,,Manzur Macías,,"Manzur Macías, David"
16123,Macé,,,,IN,Macé,,,,Macé
41160,J. Woodford,,,,,James,,Woodford,,"Woodford, James"
14967,Warfa,,,,SO,Warfa,,,,Warfa
1690,I. M. Hayward,1872.0,1949.0,False,,Ida,Margaret,Hayward,Hayw.,"Hayward, Ida Margaret, Ida Margaret Hayward"
36141,H. G. Richards,,,,,H.,G.,Richards,,"Richards, H. G."
19042,R. J. Meinke,,,,US,Robert,J.,Meinke,Meinke,"Meinke, Robert J., Robert J. Meinke"
11083,M. Brebner,,,,US,Margaret,,Brebner,,"Brebner, Margaret"
13322,W. Nicol,,,,CA,W.,,Nicol,,"Nicol, W."
68605,F. Esmarch,,,,,F.,,Esmarch,F. Esm.,"Esmarch, F., F. Esmarch"
19503,V. V. Bochantseva,1946.0,,False,RU,V.,V.,Bochantseva,,"Bochantseva, V. V."
26509,K. Sengdala,,,,LA,Khamphone,,Sengdala,Sengdala,"Sengdala, Khamphone, Khamphone Sengdala"
61996,Messikommer,,,,,Edwin,,Messikommer,Messik.,"Messikommer, Edwin, Edwin Messikommer"
82910,J. O. D. Hillcoat,1904.0,1990.0,False,,Jean,Olive Dorothy,Hillcoat,Hillc.,"Hillcoat, Jean Olive Dorothy, Jean Olive Dorothy Hillcoat"
62328,Laine,1930.0,,False,FI,Unto,Olavi,Laine,Laine,"Laine, Unto Olavi, Unto Olavi Laine"
61958,J. Zlinská,1954.0,,False,SK,Janka,,Zlinská,Zlinská,"Zlinská, Janka, Janka Zlinská"
44200,H. W. Simmonds,,,,FJ,H.,W.,Simmonds,,"Simmonds, H. W."
69389,Oberle,,,,US,Brad,,Oberle,Oberle,"Oberle, Brad, Brad Oberle"
29536,Mrs. S. Scott,,,,US,Sylvester,,Scott,,"Scott, Mrs. Sylvester"
39734,Lecoufle,,,,,Lecoufle,,,Lecoufle,Lecoufle
44338,J. MacKenzie,,,,,J.,,MacKenzie,,"MacKenzie, J."
14177,R. B. Setzer,1944.0,,False,US,Robert,B.,Setzer,,"Setzer, Robert B."
69105,A. B. Langlois,1832.0,1900.0,False,"FR, US",Auguste,Barthélemy,Langlois,Langl.,"Langlois, Auguste Barthélemy, Abbé Auguste Barthélemy Langlois, Auguste Barthélemy Langlois"
73472,Z. S. Diao,,,,,Zheng,Su,Diao,Z. S. Diao,"Diao, Zheng Su, Zheng Su Diao"
12961,N. F. Ahlberg,1831.0,1886.0,False,"NO, SE",Nils,Fredrik,Ahlberg,,"Ahlberg, Nils Fredrik"
29395,R. J. Eaton,1890.0,1976.0,False,US,Richard,Jefferson,Eaton,,"Eaton, Richard Jefferson, Eaton, R. J."
63663,L. Ll. Phillips,,,,US,Lyle,Llewellyn,Phillips,,"Phillips, Lyle Llewellyn, Lyle L. Phillips"
71327,Ying Wang,,,,,Ying,,Wang,Ying Wang,"Wang, Ying, Ying Wang"
49887,M. Newber,,,,US,M.,,Newber,,"Newber, M."
15915,F. B. Erteeb,1952.0,,False,LY,F.,B.,Erteeb,,"Erteeb, F. B."
37128,M. Dracinschi,,,,,M.,,Dracinschi,,"Dracinschi, M."
45251,"W. H. Emory, Jr.",1811.0,1887.0,False,"CA, MX, US",William,Hemsley,Emory,,"Emory, William Hemsley, Jr., Major Helmsley"
76319,Sieuren,1813.0,1846.0,False,SE,Johan,Magnus,Sieuren,Sieuren,"Sieuren, Johan Magnus, Johan Magnus Sieuren"
6764,P. F. Morris,1896.0,1974.0,False,AU,Patrick,Francis,Morris,P. Morris,"Morris, Patrick Francis, Patrick Francis Morris"
10176,R. L. Beckmann,1945.0,,False,US,Robert,L.,Beckmann,,"Beckmann, Robert L."
20733,Ferryman,,,,CL,Ferryman,,,,Ferryman
1220,C. C. Haynes,1858.0,1951.0,False,US,Caroline,Coventry,Haynes,Haynes,"Haynes, Caroline Coventry, Caroline Coventry Haynes"
41031,R. Riba,1934.0,1999.0,False,MX,Ramón,,Riba,Riba,"Riba, Ramón, Ramon Riba y Nava Esparza, Ramón Riba y Nava Esparza"
50189,A. N. Khalid,,,,PK,Abdul,Nasir,Khalid,Khalid,"Khalid, Abdul Nasir, A. N. Khalid"
87768,K. Hasegawa,,,,JP,K.,,Hasegawa,,"Hasegawa, K."
42305,G. Toba,,,,JP,G.,,Toba,,"Toba, G."
43306,A. E. Lomax,1861.0,1894.0,False,"IT, PT, ES, CH, DE",Alban,Edward,Lomax,Lomax,"Lomax, Alban Edward, Alban Edward Lomax"
75277,Busson,,,,,Felix,,Busson,Busson,"Busson, Felix, Felix Busson"
68254,Sullia,1940.0,,False,,Shanker,Bhat,Sullia,Sullia,"Sullia, Shanker Bhat, Shanker Bhat Sullia"
47180,A. T. Bryant,,,,,Alfred,Thomas,Bryant,,"Bryant, Alfred Thomas"
16091,E. E. Henty,,,,PG,E.,E.,Henty,Henty,"Henty, E. E., E. E. Henty"
81297,Gougerot,1881.0,,False,,Henri,,Gougerot,Gougerot,"Gougerot, Henri, Henri Gougerot"
14359,T. Wainwright,1825.0,1916.0,False,US,Thomas,,Wainwright,,"Wainwright, Thomas"
6402,A. R. da Cunha,1830.0,1893.0,False,PT,António,Ricardo da,Cunha,,"Cunha, António Ricardo da"
73306,Kesselring,1876.0,1966.0,False,,F.,W.,Kesselring,Kesselr.,"Kesselring, F. W., F. W. Kesselring"
26954,I. T. Worthley,,,,US,Irving,Tupper,Worthley,,"Worthley, Irving Tupper"
78074,C. V. Meade,,,,IE,Conor,V.,Meade,Meade,"Meade, Conor V., Conor V. Meade"
12702,E. Maupas,1842.0,1916.0,False,DZ,Émile,,Maupas,Maupas,"Maupas, Émile"
46231,G. Reynolds,,,,CH,Gwendoline,,Reynolds,,"Reynolds, Gwendoline"
43405,S. Farooq,1953.0,,False,PK,Shahid,,Farooq,Farooq,"Farooq, Shahid, Shahid Farooq"
26655,G. W. Ekman,,,,SE,G.,Wilh.,Ekman,,"Ekman, G. Wilh."
80711,F. Bjornstrom,1944.0,,False,,Fredrik,Johan,Bjornstrom,F. Bjornstr.,"Bjornstrom, Fredrik Johan, Fredrik Johan Bjornstrom"
6955,S. F. Maradiaga,1959.0,,False,MX,S.,Francisco,Maradiaga,,"Maradiaga, S. Francisco"
43196,M. Uehling,,,,BO,M.,,Uehling,,"Uehling, M."
1424,C. K. Schneider,1876.0,1951.0,False,"AT, HU, US, DE, CN",Camillo,Karl,Schneider,C. K. Schneid.,"Schneider, Camillo Karl"
23167,G. A. Battara,1714.0,,False,IT,Giovanni,Antonio,Battara,,"Battara, Giovanni Antonio"
4185,F. Sierra Soto,,,,CO,Francisco,,Sierra Soto,,"Sierra Soto, Francisco"
75990,M. P. English,,,,,Mary,P.,English,M. P. English,"English, Mary P., Mary P. English"
4718,N. R. Lersten,1932.0,,False,"MX, US",Nels,R.,Lersten,,"Lersten, Nels R., Lersten, N. R."
1290,S. S. R. Bennet,1940.0,2009.0,False,IN,Sigamony,Stephen Richard,Bennet,Bennet,"Bennet, Sigamony Stephen Richard, Sigamony Stephen Richard Bennet"
5309,J. Blaszkowski,1954.0,,False,"IT, IL, GR, US, CY, PL, LT, OM, AT, IR, LV, CZ, RU, TR, ES, DE, PT, FR, BG",Janusz,,Blaszkowski,Blaszk.,"Blaszkowski, Janusz, Janusz Blaszkowski"
9898,Doursey,,,,VE,Doursey,,,,Doursey
9978,H. D. Steinhauer,,,,US,H.,D.,Steinhauer,,"Steinhauer, (Rev.) H. D."
34027,J. Wheeler,,,,,Josselyn,,Wheeler,,"Wheeler, Josselyn"
35690,E. Stange,,,,DE,E.,,Stange,,"Stange, (Miss) E."
65010,P. C. Flu,1881.0,1945.0,False,DK,Paul,Christian,Flu,Flu,"Flu, Paul Christian, Paul Christian Flu"
43935,J. W. Green,1930.0,,False,"CA, AU",John,William,Green,J. W. Green,"Green, John William, John William Green"
28966,R. L. Smith,1892.0,1973.0,False,,Roy,Leslie,Smith,,"Smith, Roy Leslie"
78617,Bartusch,,,,DE,Hildegard,,Bartusch,Bartusch,"Bartusch, Hildegard, Hildegard Bartusch"
49668,T. Featherstone,,,,PE,T.,,Featherstone,,T. Featherstone
64458,R. Y. Anderson,1927.0,2021.0,False,US,Roger,Yates,Anderson,R.Y.Anderson,"Anderson, Roger Yates, Roger Yates Anderson"
41923,M. Ohenoja,1933.0,,False,FI,Martti,,Ohenoja,,"Ohenoja, Martti, Ohenoja, M."
27346,K. E. H. Odenwall,1873.0,1965.0,False,FI,Karl,Evald Hamikar,Odenwall,,"Odenwall, Karl Evald Hamikar, ""Evald"""
2633,E. F. Smith,1854.0,1927.0,False,US,Erwin,Frink,Smith,E. F. Sm.,"Smith, Erwin Frink, Erwin Frink Smith"
16747,B. E. Diaz,,,,BR,B.,E.,Diaz,,"Diaz, B. E."
42864,G. Meyer,,,,BO,G.,,Meyer,,"Meyer, G., G. Meyer"
31336,Y. N. Seetharam,1949.0,2020.0,False,IN,Yelagalawadi,Narasimha Murthy,Seetharam,Seeth.,"Seetharam, Yelagalawadi Narasimha Murthy, Yelagalawadi Narasimha Murthy Seetharam"
20483,McClintock,,,,CA,McClintock,,,,McClintock
22613,A. Gruval,,,,"AO, MR",A.,,Gruval,,"Gruval, A."
13804,J. García-Rowe,1956.0,,False,ES,J.,,García-Rowe,,"García-Rowe, J."
40646,G. Baruffi,1801.0,,False,IT,Giuseppe,,Baruffi,,"Baruffi, Giuseppe"
65440,H. J. A. Meyer,1885.0,1935.0,False,DE,Hans,,Meyer,H. J. A. Mey.,"Meyer, Hans (Johannes August Theodor), Hans (Johannes August Theodor) Meyer"
50371,Sow bin Tandang,1911.0,1971.0,False,MY,Sow,,bin Tandang,Sow,Sow bin Tandang
68085,J. Farmer,,,,US,J.,,Farmer,J. Farmer,"Farmer, J., J. Farmer"
64012,W. Howe,,1891.0,,,W.,E.,Howe,W. Howe,"Howe, W. E., W. E. Howe"
1904,G. F. Sobolewsky,1741.0,1807.0,False,RU,Gregor,Fedorovitch,Sobolewsky,Sobol.,"Sobolewsky, Gregor Fedorovitch, Gregor Fedorovitch Sobolewski"
8834,J. W. v. Steenbergen,,,,NL,J.,W. van,Steenbergen,,"Steenbergen, J. W. van"
66915,Kikuchi,1883.0,1951.0,False,,Akio,,Kikuchi,Kikuchi,"Kikuchi, Akio, Akio Kikuchi"
11025,L. T. Henderson,,,,US,L.,T.,Henderson,,"Henderson, L. T."
36219,S. Schönland,1860.0,1940.0,False,"DE, ZA",Selmar,,Schonland,Schönland,"Schonland, Selmar, S. Schonland, Selmar Schönland"
20827,C. A. Robertson,,,,US,Charles,A.,Robertson,,"Robertson, Charles A."
46065,Taslim,,,,IN,Taslim,,,,Taslim
19952,W. Edwards,,,,CA,W.,,Edwards,,"Edwards, W."
15350,J. S. Kubary,1846.0,1896.0,False,,Johann,Stanislaus,Kubary,,"Kubary, Johann Stanislaus"
32339,M. Turconi,1879.0,1929.0,False,IT,Malusio,,Turconi,Turconi,"Turconi, Malusio, Malusio Turconi"
43146,A. O. Black,1832.0,,False,IN,Allan,Osmond,Black,,"Black, Allan Osmond"
41034,T. Linder,1909.0,,False,,Th.,,Linder,,"Linder, Th."
73800,Banik,,,,US,Mark,T.,Banik,Banik,"Banik, Mark T., Mark T. Banik"
74961,R. Luz,,,,,R.,,Luz,R. Luz,"Luz, R., R. Luz"
29588,M. Ravarut,1907.0,1981.0,False,RO,Mihai,,Ravarut,Ravarut,"Ravarut, Mihai, Mihai Ravarut"
27391,Mrs. A. Giesenschlag,,,,US,A.,,Giesenschlag,,"Giesenschlag, Mrs. A."
15176,R. Moldvai,,,,RU,R.,,Moldvai,,"Moldvai, R."
45573,B. C. Sutton,1938.0,,False,,Brian,Charles,Sutton,B. Sutton,"Sutton, Brian Charles, Brian Charles Sutton"
1822,C. R. Zeiller,1847.0,1915.0,False,FR,Charles,Rene,Zeiller,Zeiller,"Zeiller, Charles Rene, Charles Rene Zeiller"
27917,R. H. H. E. Potonié,1889.0,1974.0,False,DE,Robert,Henri Hermann Ernst,Potonié,R. Potonié,"Potonié, Robert Henri Hermann Ernst, Robert Henri Hermann Ernst Potonié"
82642,E. A. Vlassova,1934.0,,False,RU,Eleonora,Alexeevna,Vlassova,Vlassova,"Vlassova, Eleonora Alexeevna, Eleonora Alexeevna Vlassova, Vlassova, Eleonora, Vlasova, Eleonora"
13561,P. J. Havas,1929.0,,False,FI,Paavo,J.,Havas,,"Havas, Paavo J."
24647,E. C. G. Gray,1930.0,,False,"PG, AU",Edward,Charles Gordon,Gray,,"Gray, Edward Charles Gordon, Gray, E. C. G."
23757,E. L. Hayes,,,,US,Elizabeth,Lamb,Hayes,,"Hayes, Elizabeth Lamb"
33372,C. E. Mellerborg,1773.0,1828.0,False,ID,Cla[ë]s,Erik,Mellerborg,,"Mellerborg, Claës Erik"
8235,G. Müller,1790.0,1826.0,False,MY,George,,Müller,,"Müller, George"
65729,Mart. Parras,1953.0,,False,,Jose,Maria,Martinez Parras,Mart. Parras,"Martinez Parras, Jose Maria, Jose Maria Martinez Parras"
83489,Yamagiwa,,,,,Suewo,,Yamagiwa,Yamagiwa,"Yamagiwa, Suewo, Suewo Yamagiwa"
86603,R. Fernández Nava,,,,MX,R.,,Fernández Nava,,"Fernández Nava, R."
77995,Ficalho,1837.0,1903.0,False,,Francisco,Manoel Carlos   de Mello de,Ficalho,Ficalho,"Ficalho, Francisco Manoel Carlos de Mello de, Francisco Manoel Carlos de Mello de Ficalho"
35489,Ahmed bin Hassan,,,,"MY, SG",Ahmed,,bin Hassan,,Ahmed bin Hassan
20707,W. E. Abbs,,,,US,W.,E.,Abbs,,"Abbs, W. E."
40405,S. A. Murray,1972.0,,False,AU,Shauna,Ana,Murray,,"Murray, Shauna Ana"
25398,R. Reber,,,,,R.,,Reber,,"Reber, R."
19711,C. F. Sauvageau,1861.0,1936.0,False,"FR, ES",Camille,Francois,Sauvageau,Sauv.,"Sauvageau, Camille Francois, Camille Francois Sauvageau"
61278,Zablackis,,,,,Earl,,Zablackis,Zablackis,"Zablackis, Earl, Earl Zablackis"
22014,G. Sartoni,1943.0,,False,IT,Gianfranco,,Sartoni,Sartoni,"Sartoni, Gianfranco, Gianfranco Sartoni"
50233,F. A. Rothpletz,1853.0,1918.0,False,DE,Friedrich,August,Rothpletz,Rothpletz,"Rothpletz, Friedrich August, (Friedrich) August Rothpletz"
67969,Huard,,,,FR,Jean,,Huard,Huard,"Huard, Jean, Jean Huard"
21877,Mrs. S. L. Thorndike,,,,US,S.,L.,Thorndike,,"Thorndike, S. L., Mrs."
10695,R. Peña León,1931.0,,False,VE,Renato,,Peña León,,"Peña León, Renato"
27133,J. W. Terborgh,1936.0,,False,"DO, PE, US",John,Whittle,Terborgh,,"Terborgh, John Whittle, Terborgh, J. W."
74808,Sahu,1947.0,,False,IN,T.,R.,Sahu,Sahu,"Sahu, T. R., T. R. Sahu"
71754,Domercq,,,,,S.,,Domercq,Domercq,"Domercq, S., S. Domercq"
28052,B. R. Baum,1937.0,,False,"CA, AR",Bernard,Rene,Baum,B. R. Baum,"Baum, Bernard Rene, B. R. Baum, Baum, B. R., Bernard Rene Baum"
49554,S. Varga,,,,HU,Sandor,,Varga,,"Varga, Sandor"
34149,C. H. S. Ayres,1952.0,,False,BR,Carlos,Henrique Simoes,Ayres,,"Ayres, Carlos Henrique Simoes, Ayres, C. H. S., Carlos Henrique Simoes Ayres"
38398,J. L. Gao,,,,CN,J.,L.,Gao,,"Gao, J. L."
18554,F. A. Gilbert,1900.0,,False,US,Frank,Albert,Gilbert,,"Gilbert, Frank Albert, Gilbert, F. A."
63091,P. W. Michael,,,,,Peter,William,Michael,P. W. Michael,"Michael, Peter William, Peter William Michael"
79865,X. J. Tian,,,,,Xing,Jun,Tian,X. J. Tian,"Tian, Xing Jun, Xing Jun Tian"
9986,W. A. Forbes,,,,BR,W.,A.,Forbes,,"Forbes, W. A."
50278,S. H. Hubbell,,1920.0,,US,Susan,Hubbell,Bancroft,,"Bancroft, Susan Hubbell"
4310,B. MacGhie,,,,ZW,Barbara,,MacGhie,,"MacGhie, Barbara, Mrs. A. Rothwell"
66478,A. Gaertner,,,,,Alwin,,Gaertner,A. Gaertn.,"Gaertner, Alwin, Alwin Gaertner"
24282,P. A. L. Chambers,1940.0,,False,ZA,Patric,A. L.,Chambers,,"Chambers, Patric A. L."
24893,A. Gilkinet,1845.0,1926.0,False,BE,Alfred,,Gilkinet,,"Gilkinet, Alfred"
69214,P. Barker,,,,US,P.,,Barker,P. Barker,"Barker, P., P. Barker"
19250,D. Moscoso,,,,PE,Danitza,,Moscoso,,"Moscoso, Danitza"
81761,Gopal,1944.0,,False,,Brij,,Gopal,Gopal,"Gopal, Brij, Brij Gopal"
16181,M. Shepherd,,,,NZ,McCraes,,Shepherd,,"Shepherd, McCraes"
78685,de Sigaldi,,,,VN,de,,Sigaldi,Sigaldi,"Sigaldi, de, de Sigaldi, de Sigaldi, de"
37386,W. J. Spillman,1863.0,1931.0,False,US,William,Jasper,Spillman,Spillman,"Spillman, William Jasper, William Jasper Spillman"
78350,Sawa,1929.0,,False,,Takashi,,Sawa,Sawa,"Sawa, Takashi, Takashi Sawa"
